Volume_Class 0 values,Estimateddensity_Class 0 values,Minimal_Class 0 values,Maximal_Class 0 values,Positivesurfacearea_Class 0 values,Negativesurfacearea_Class 0 values,Overallaveragevalue_Class 0 values,Positiveaveragevalue_Class 0 values,Negativeaveragevalue_Class 0 values,Overallvariance_Class 0 values,Positivevariance_Class 0 values,Negativevariance_Class 0 values,Balanceofcharges_Class 0 values,Product_Class 0 values,Molecularpolarityindex_Class 0 values,Nonpolarsurfacearea_Class 0 values,Polarsurfacearea_Class 0 values,Volume_Class 1 values,Estimateddensity_Class 1 values,Minimal_Class 1 values,Maximal_Class 1 values,Positivesurfacearea_Class 1 values,Negativesurfacearea_Class 1 values,Overallaveragevalue_Class 1 values,Positiveaveragevalue_Class 1 values,Negativeaveragevalue_Class 1 values,Overallvariance_Class 1 values,Positivevariance_Class 1 values,Negativevariance_Class 1 values,Balanceofcharges_Class 1 values,Product_Class 1 values,Molecularpolarityindex_Class 1 values,Nonpolarsurfacearea_Class 1 values,Polarsurfacearea_Class 1 values
3069.71402,1.531,-62.78853,61.17536,932.02642,528.98201,0.00166632,0.0158233,-0.02327722,0.00078557,0.00021619,0.00056938,0.19946488,0.00015669,0.50401229,249.27,159.85,1886.13586,1.8072,-40.43395,45.53374,457.70404,539.18526,0.00359645,0.03184246,-0.02038104,0.00059277,0.00036763,0.00022514,0.23555373,0.00013963,0.69779095,108.53,170.63
3254.07642,1.5786,-47.07322,44.29257,968.33197,651.23475,0.00443084,0.01929338,-0.01766854,0.00043457,0.00017657,0.000258,0.24122317,0.00010483,0.5072209,252.39,201.13,3569.6203,1.5774,-57.55596,29.62223,1019.50852,644.7447,0.00544186,0.02178261,-0.02039709,0.00055129,0.00014578,0.00040551,0.19450744,0.00010723,0.57812895,194.05,271.99
2268.45401,1.839,-43.94337,48.05578,578.58438,520.30199,0.00419494,0.03283219,-0.02765016,0.0006911,0.00034959,0.00034151,0.24996586,0.00017275,0.82664368,78.56,229.15,3069.69721,1.7754,-63.9287,73.83048,882.79441,575.30573,0.00584145,0.03301842,-0.03586102,0.00095855,0.00041396,0.00054459,0.24535747,0.00023519,0.92899634,96.11,312.2
1822.08871,1.9014,-56.70777,49.03358,454.60628,461.81175,0.00038748,0.02570864,-0.02453861,0.00100184,0.00037389,0.00062794,0.23392336,0.00023435,0.68352348,125.9,130.73,3754.31986,1.5954,-46.63172,81.27152,902.04189,867.04737,0.00337305,0.02496334,-0.01908864,0.00066229,0.00044034,0.00022194,0.22281408,0.00014757,0.60093884,212.0,283.39
3009.34337,1.8034,-43.28343,47.44262,821.31041,668.48998,0.0039286,0.02399913,-0.02073017,0.00048941,0.00025633,0.00023308,0.24943595,0.00012208,0.61313549,171.66,245.53,4204.61008,1.5419,-40.13258,60.4531,977.80976,956.59112,0.00222674,0.02223007,-0.0182203,0.00044102,0.00029561,0.00014541,0.22100223,9.747e-05,0.55095373,232.37,309.32
2062.23391,1.7401,-30.91166,47.63993,371.65767,635.21275,-0.00370549,0.03067309,-0.02382012,0.00058394,0.00046462,0.00011932,0.16258259,9.494e-05,0.71701179,78.94,203.01,5771.19563,1.7585,-54.08761,40.93255,1532.57148,1136.00546,0.0024675,0.01735458,-0.01761648,0.00063629,0.00020398,0.0004323,0.21781029,0.00013859,0.47527599,442.71,304.57
1771.95279,2.012,-59.29365,80.56275,321.14247,600.12338,-0.0048179,0.05252999,-0.03550632,0.00151635,0.00105171,0.00046465,0.21252809,0.00032227,1.12765522,33.31,224.67,2621.73583,1.5658,-36.86017,31.75443,707.90987,546.99597,0.00215527,0.01533273,-0.01489871,0.00018846,8.638e-05,0.00010208,0.24826472,4.679e-05,0.41207689,183.91,167.5
1817.39888,1.9556,-58.42113,77.36256,377.82149,563.25462,-0.00215335,0.04071976,-0.0309119,0.00118237,0.00072752,0.00045485,0.23670386,0.00027987,0.94830421,44.39,219.14,3606.67791,1.7164,-39.85023,77.22328,903.72823,854.54014,0.00583944,0.02712811,-0.01667462,0.00063721,0.00045681,0.00018041,0.20296169,0.00012933,0.59994526,225.93,266.43
2025.4283,1.8213,-39.69902,77.36961,523.61074,537.9149,0.00524277,0.03012589,-0.01897867,0.00091648,0.0007162,0.00020028,0.17077619,0.00015651,0.6660577,130.49,166.77,3414.45198,1.6654,-48.74634,70.70749,733.00731,930.36973,0.00181781,0.02754468,-0.01845153,0.00069612,0.0004918,0.00020432,0.20736256,0.00014435,0.61113086,196.63,269.16
1838.28998,1.8603,-59.97291,96.45202,616.29467,314.36111,0.00754344,0.03155595,-0.0395323,0.00196796,0.00102696,0.000941,0.24952308,0.00049105,0.93199641,96.67,163.94,2289.77833,1.7977,-39.66118,45.82638,677.15848,449.34869,0.00120426,0.013845,-0.01784504,0.00039369,0.00010127,0.00029242,0.19106421,7.522e-05,0.42015909,189.7,125.75
2372.5303,1.7818,-47.28727,57.81619,666.42486,538.06504,0.00317494,0.02558855,-0.02458562,0.00077752,0.00030095,0.00047658,0.23724402,0.00018446,0.68410836,144.79,192.5,2996.12704,1.6582,-43.45369,82.2756,722.119,789.17279,0.00354966,0.02885433,-0.01960495,0.00087026,0.00065221,0.00021806,0.18778148,0.00016342,0.65373849,183.84,239.37
2870.44271,1.6175,-74.28231,42.93377,810.94692,635.34958,0.00025241,0.02360389,-0.02955293,0.00105545,0.00027284,0.00078261,0.19168107,0.00020231,0.71340817,161.83,243.17,2672.06076,1.7671,-38.43224,41.77488,871.42976,469.95381,0.00748363,0.02762051,-0.02985595,0.00058406,0.00022544,0.00035862,0.23700002,0.00013842,0.77290392,99.12,276.5
2479.11259,1.7054,-45.93457,63.03541,690.71935,555.57093,0.00079099,0.02411975,-0.02821275,0.00072502,0.00034123,0.00038379,0.24913869,0.00018063,0.70598103,131.36,217.64,3893.52662,1.6909,-43.37766,83.81787,984.17984,880.25132,0.00396594,0.02584488,-0.02049618,0.0008023,0.00052425,0.00027805,0.22645681,0.00018169,0.63455885,233.92,288.18
2680.59138,1.7194,-55.63733,59.74403,681.36746,611.73405,0.00211794,0.02845789,-0.02722027,0.00078251,0.00031988,0.00046264,0.24167951,0.00018912,0.75844657,119.16,242.94,3605.35137,1.7171,-43.06995,75.68451,854.43263,901.84291,0.00363752,0.02737727,-0.01885423,0.00064016,0.00041514,0.00022503,0.22795221,0.00014593,0.62588128,209.66,282.15
1977.28141,1.9565,-48.826,55.6572,547.67395,462.07436,0.00213585,0.02328464,-0.02293078,0.0007319,0.00032533,0.00040658,0.24691896,0.00018072,0.62920093,126.38,156.38,2402.56197,1.6431,-66.93607,76.90127,611.40433,614.65305,0.00266009,0.0392456,-0.03373204,0.00130078,0.00064671,0.00065407,0.24999198,0.00032518,0.99271252,85.35,257.98
2649.04125,1.6172,-56.47562,63.63657,816.82566,556.48983,0.0014914,0.02827253,-0.03781843,0.0010995,0.00045969,0.00063982,0.24328988,0.0002675,0.87459243,114.78,269.79,3006.55504,1.6636,-46.82806,40.64561,802.20116,693.77879,0.0029611,0.02146692,-0.01843677,0.00043398,0.00019289,0.00024109,0.24691599,0.00010716,0.54590523,210.7,208.21
3350.17683,1.6471,-65.43645,97.44917,1011.88522,562.38715,0.00635041,0.03081141,-0.03766149,0.00128025,0.0007336,0.00054665,0.24466902,0.00031324,0.90501004,139.74,301.1,3095.95055,1.7097,-86.96128,97.29829,818.85559,723.15073,0.00129742,0.03027536,-0.03151559,0.00174874,0.00076279,0.00098595,0.24592877,0.00043007,0.83966125,163.23,268.58
2676.69691,1.841,-70.95772,94.05135,759.09143,567.75169,0.00638337,0.03101296,-0.02654672,0.00181952,0.00085272,0.00096681,0.24901709,0.00045309,0.7919022,171.34,200.22,2275.01567,1.829,-44.90267,37.93257,592.27969,552.39799,0.00049936,0.02178083,-0.02231859,0.00045738,0.00020421,0.00025318,0.24713393,0.00011304,0.59974818,128.05,192.49
1850.79505,1.8236,-64.08986,33.56199,420.52779,504.50664,-0.00183256,0.01872936,-0.01897179,0.00072052,0.00022455,0.00049597,0.21452394,0.00015457,0.51324971,164.7,94.34,2320.82815,1.7008,-47.97426,33.54777,529.24598,632.64646,-0.00188568,0.02187461,-0.02176255,0.00042589,0.00017103,0.00025487,0.24031156,0.00010235,0.59357809,131.13,194.23
3493.34243,1.6116,-59.73531,63.72286,845.91917,797.46295,-0.00070128,0.02340501,-0.02627235,0.00086644,0.00033401,0.00053243,0.23688886,0.00020525,0.67474455,192.71,267.48,2579.995,1.7863,-37.05166,74.34705,657.5531,628.80891,0.00387704,0.02973416,-0.02316206,0.00075158,0.00054927,0.00020231,0.19672365,0.00014785,0.72168775,126.57,233.65
2335.14271,1.8412,-41.60667,41.31748,504.66605,658.61539,-0.0016647,0.02443978,-0.02166733,0.00040796,0.00021529,0.00019266,0.24923095,0.00010168,0.62232709,114.76,210.99,2856.4117,1.8216,-48.89377,67.0728,822.16867,561.63105,0.00468845,0.02265931,-0.02161898,0.00082477,0.00033953,0.00048524,0.24219785,0.00019976,0.60510167,192.5,195.0
1716.2113,1.8946,-37.45272,47.69123,594.18172,268.69702,0.00460912,0.01569892,-0.01991425,0.00044961,0.00016557,0.00028403,0.23264511,0.0001046,0.46290799,132.06,109.57,2579.12192,1.7437,-41.70512,31.63399,638.5647,596.59541,0.00197095,0.01883533,-0.01607981,0.0003553,0.00016157,0.00019373,0.24795182,8.81e-05,0.47631857,191.89,153.99
3196.37966,1.7123,-54.76778,67.16253,836.37331,681.16082,-0.00022617,0.0248403,-0.03100441,0.00110008,0.00043338,0.0006667,0.23875392,0.00026265,0.75122811,172.51,252.44,4505.29423,1.4989,-49.48851,39.39633,1259.93154,804.96189,0.00794915,0.02498091,-0.01870906,0.00047131,0.00020499,0.00026632,0.24576641,0.00011583,0.61323412,218.43,359.8
2123.57333,1.7953,-49.32374,70.30595,558.28748,511.93553,-0.000975,0.02433545,-0.02857712,0.00079904,0.00040299,0.00039605,0.24998115,0.00019975,0.71741275,107.74,191.96,2967.48993,1.742,-51.06495,43.35107,748.78471,710.58459,0.00183703,0.0266408,-0.02430017,0.00062192,0.00027395,0.00034797,0.24645876,0.00015328,0.69392067,139.35,269.32
1692.52276,1.9277,-60.08475,99.79348,589.29761,288.15461,0.00795237,0.03260584,-0.04246582,0.00202524,0.00108811,0.00093713,0.24861063,0.0005035,0.97536084,86.82,158.9,3391.89399,1.7789,-47.27329,77.18423,892.2483,798.3859,0.00450448,0.02700098,-0.02063683,0.00076678,0.00047314,0.00029364,0.23630074,0.00018119,0.65295267,210.1,263.32
1699.57727,2.0123,-35.16548,51.56136,408.90253,451.10856,0.00241201,0.02395731,-0.0171175,0.00047005,0.0002892,0.00018085,0.23671618,0.00011127,0.55428427,112.78,128.05,3568.42987,1.7914,-48.44872,76.86709,927.64896,845.85358,0.00408612,0.02846993,-0.02265565,0.00079977,0.00050217,0.0002976,0.23364348,0.00018686,0.69924732,198.66,297.97
3353.96745,1.5817,-59.42781,63.48751,926.45017,728.74371,0.00174315,0.02316307,-0.02548795,0.00085609,0.00037367,0.00048242,0.24596526,0.00021057,0.65815248,211.44,252.06,2570.54079,1.7536,-58.04653,73.02881,635.26655,671.51907,0.00253805,0.03301944,-0.02629777,0.00104387,0.00058029,0.00046358,0.24687517,0.00025771,0.80451464,126.6,239.34
3033.13221,1.6454,-58.33708,46.63939,827.20504,659.82821,0.00115256,0.02179312,-0.02472385,0.00072601,0.00020631,0.0005197,0.20341923,0.00014769,0.62840737,171.98,244.43,2909.1474,1.6846,-39.95312,54.14126,753.44026,688.54623,0.00137949,0.01900001,-0.01790172,0.00033253,0.00017267,0.00015986,0.24962892,8.301e-05,0.50274615,190.48,213.32
3042.89605,1.6401,-59.74431,62.9329,791.55123,720.70987,0.00200126,0.0271743,-0.02564613,0.00082984,0.00034365,0.00048619,0.24262371,0.00020134,0.71963252,155.42,268.05,2846.03219,1.7512,-46.93232,29.3897,691.70545,671.72377,0.0016281,0.01739654,-0.0146094,0.00031916,0.00012604,0.00019312,0.23895928,7.627e-05,0.43601878,229.71,152.09
2885.23855,1.6752,-59.37589,63.42997,718.81805,712.98978,0.00144699,0.02809104,-0.02541487,0.00088139,0.00040071,0.00048068,0.24794212,0.00021853,0.72813317,154.68,246.27,2862.08915,1.4972,-40.96482,33.72298,885.32663,467.62333,0.00661154,0.01774142,-0.01446008,0.00029351,0.00016237,0.00013115,0.24717238,7.255e-05,0.45190703,212.9,165.96
3133.26593,1.7398,-57.58105,49.00351,932.96443,571.47872,0.00854096,0.02934923,-0.02542948,0.00092094,0.00037706,0.00054388,0.24179715,0.00022268,0.75811651,156.32,264.96,2884.22434,1.7341,-43.20308,100.33567,621.50824,800.91073,0.00370936,0.0378613,-0.02279261,0.00127544,0.00106408,0.00021137,0.13825701,0.00017634,0.79938032,128.85,269.46
3666.42238,1.6029,-60.28668,77.8107,896.26259,740.63009,0.0035887,0.03627175,-0.03596221,0.00132528,0.00055736,0.00076792,0.24368901,0.00032296,0.9831934,132.47,325.91,4596.73537,1.5226,-46.99913,44.3505,1177.61037,883.08247,0.00474935,0.02382719,-0.02069138,0.00059231,0.00030358,0.00028872,0.24984265,0.00014798,0.61180388,251.36,325.69
3040.26867,1.7116,-65.46865,95.76667,876.66826,552.05006,0.00629634,0.0344297,-0.03838008,0.00121174,0.00068682,0.00052492,0.24553733,0.00029753,0.97841545,91.88,308.2,2900.68301,1.7784,-43.84178,52.37487,823.28421,613.88751,0.00305775,0.01928906,-0.01871005,0.00053921,0.00022568,0.00031353,0.24336325,0.00013122,0.51815198,214.43,188.02
2868.1841,1.8335,-58.08846,89.8916,740.27429,674.19196,0.00600558,0.03611331,-0.02705323,0.00139821,0.00085187,0.00054634,0.238063,0.00033286,0.86518348,143.05,253.04,3556.56312,1.5736,-55.67623,52.53728,915.8162,791.18848,0.0015714,0.02650996,-0.02729547,0.0006467,0.00026629,0.00038041,0.24221539,0.00015664,0.73127992,151.95,326.06
3452.30339,1.6712,-53.01016,27.5824,890.57924,742.1622,0.00095802,0.0183842,-0.01995302,0.00044744,0.00012497,0.00032247,0.20129029,9.007e-05,0.51966417,231.38,225.83,3128.55316,1.5703,-51.32855,28.73086,934.33585,546.02545,0.00485771,0.01878027,-0.01896601,0.00044353,9.959e-05,0.00034394,0.17412639,7.723e-05,0.51290143,195.01,219.53
2295.72867,1.7636,-58.33931,66.46855,600.73467,505.23461,-0.00070964,0.01870404,-0.02379293,0.00091087,0.000338,0.00057287,0.23337782,0.00021258,0.57222209,175.59,134.11,2994.81136,1.6589,-53.82335,72.88385,834.75968,636.12334,0.00370078,0.02607319,-0.02565766,0.00090707,0.00038431,0.00052276,0.24417574,0.00022148,0.70459746,160.49,251.4
3489.56852,1.6391,-41.3659,22.10892,911.96271,783.84694,-0.00162456,0.01928189,-0.02594805,0.00029536,6.256e-05,0.0002328,0.16694441,4.931e-05,0.60853253,146.55,328.33,2515.26568,1.9037,-43.51046,51.48636,732.47682,492.44059,0.00627699,0.02343828,-0.01924942,0.00056659,0.00019944,0.00036715,0.22809583,0.00012924,0.59196391,161.24,181.77
1832.28479,1.9824,-43.2711,67.87755,575.65848,386.44133,0.00701932,0.02635865,-0.02178932,0.00098108,0.00047145,0.00050963,0.2496213,0.0002449,0.6673133,132.31,137.11,2875.71016,1.6964,-41.70147,31.05147,768.73171,611.48128,0.00244993,0.01664672,-0.01539775,0.0002584,0.0001323,0.00012609,0.24985567,6.456e-05,0.43792325,227.2,159.3
3101.60678,1.6921,-46.85782,58.57308,796.529,712.1395,0.00257348,0.02079441,-0.01780666,0.00062559,0.00031668,0.00030891,0.24996137,0.00015637,0.52746801,234.58,187.89,3813.20675,1.679,-62.13932,40.92222,1076.7898,722.29911,0.00467409,0.02029059,-0.0186067,0.00062191,0.00021375,0.00040817,0.2255673,0.00014028,0.53373888,268.82,234.97
2288.97167,1.7538,-50.70805,58.48705,630.50425,535.34881,0.00286497,0.02380259,-0.02179421,0.00081092,0.00034152,0.0004694,0.24378263,0.00019769,0.62260624,154.61,171.86,2315.65953,1.9943,-38.09855,79.79478,601.98632,556.56379,0.00616746,0.02623159,-0.01553414,0.00075268,0.00059733,0.00015535,0.16379892,0.00012329,0.573958,169.74,154.69
1848.7748,1.8256,-48.44091,73.45843,389.54713,546.17527,0.0017462,0.03617028,-0.022806,0.00097762,0.00070881,0.00026882,0.1993609,0.0001949,0.77197698,81.84,180.19,3176.24764,1.7934,-48.60272,80.4951,841.96639,723.57897,0.00698845,0.02941324,-0.01910534,0.00102264,0.00067062,0.00035202,0.22573444,0.00023085,0.67073433,214.83,223.57
2829.52963,1.7598,-56.70119,51.42527,663.85859,722.73288,-0.00101431,0.02913983,-0.02871207,0.00114169,0.00049861,0.00064308,0.24599691,0.00028085,0.78686803,150.0,238.28,2645.78795,1.6742,-44.86682,34.32908,848.86512,456.73621,0.00457114,0.02015406,-0.02439044,0.00052056,0.00014741,0.00037315,0.20298611,0.00010567,0.58874738,148.12,217.48
2663.50277,1.7263,-56.6195,44.11448,710.96168,521.14918,0.00278583,0.02458482,-0.02695278,0.00073924,0.00025289,0.00048634,0.22506824,0.00016638,0.69624152,121.75,223.27,3591.69989,1.6552,-53.81928,32.80504,887.36477,845.66002,-7.614e-05,0.01765509,-0.01868181,0.00048845,0.00013322,0.00035524,0.19834763,9.688e-05,0.4940525,259.6,225.7
3384.48032,1.6369,-67.68677,52.42862,837.49316,871.74465,-0.00015595,0.02888878,-0.02805949,0.00099085,0.0003913,0.00059955,0.23895649,0.00023677,0.77459445,170.86,307.77,2358.9305,1.7588,-54.89392,57.97183,527.16236,586.93696,-0.00093434,0.03183453,-0.03036597,0.00099367,0.00051682,0.00047686,0.2495957,0.00024802,0.84520879,92.97,219.01
2854.49451,1.8148,-47.18075,54.47117,697.79817,724.81496,0.00083944,0.02086087,-0.01843571,0.00049765,0.00023801,0.00025965,0.24952741,0.00012418,0.53403049,191.45,206.93,4054.79337,1.5518,-57.21258,61.45396,960.93255,881.92001,0.0015753,0.02348448,-0.02229676,0.00063188,0.00029843,0.00033345,0.24923225,0.00015748,0.62357822,207.59,308.47
2666.58204,1.7622,-55.63238,62.06933,630.47888,639.95316,-0.00159414,0.02024025,-0.02310529,0.000754,0.00029422,0.00045978,0.23794607,0.00017941,0.59003684,175.5,180.25,2317.51579,1.8096,-56.24418,66.75458,614.78389,555.62854,-0.00068698,0.021205,-0.02490969,0.00069577,0.00030275,0.00039302,0.24579183,0.00017101,0.62487467,135.77,191.98
2652.1772,2.0459,-63.31931,69.48569,502.25796,855.08663,-0.00075177,0.03353583,-0.0208915,0.00125359,0.00071196,0.00054163,0.24538445,0.00030761,0.69580276,196.09,184.01,2899.11076,1.7694,-36.63695,61.71534,738.18469,697.86398,0.00397897,0.02255055,-0.01566562,0.00039973,0.00026651,0.00013322,0.2222053,8.882e-05,0.52258766,193.94,208.19
2961.87534,1.713,-38.65526,28.8907,840.28819,607.0002,0.00394469,0.01758728,-0.01494115,0.00027578,0.00011774,0.00015803,0.24466454,6.747e-05,0.44837509,215.32,189.96,4865.47402,1.5699,-83.62696,83.12557,1133.39025,1033.5601,0.00617813,0.03748061,-0.02814781,0.00132335,0.00066132,0.00066203,0.24999993,0.00033084,0.89876999,191.47,415.34
3374.96047,1.7411,-56.23123,44.6118,810.48714,837.06256,0.00035068,0.02183905,-0.02045547,0.00060335,0.00023567,0.00036768,0.23803316,0.00014362,0.57514253,214.55,246.81,3889.7524,1.6637,-57.19671,53.21875,1008.92116,896.86588,-0.0005263,0.02378918,-0.02787977,0.00106715,0.00030455,0.00076261,0.20393986,0.00021764,0.69971936,253.86,279.81
2209.1507,1.7715,-65.42236,84.39996,557.7422,574.38975,0.00482398,0.03424785,-0.02374709,0.0012909,0.0008151,0.0004758,0.23272834,0.00030043,0.78696039,133.95,183.08,2964.37792,1.5702,-52.4739,56.42257,826.25722,613.67403,0.00620901,0.02322979,-0.01670796,0.00055798,0.00029432,0.00026366,0.24924492,0.00013907,0.55648097,210.86,192.36
2347.3093,1.8679,-40.1327,77.32515,492.8937,708.42231,0.00248981,0.02821691,-0.01541014,0.0009543,0.00077274,0.00018156,0.15405733,0.00014702,0.56231488,206.67,129.73,2748.68716,1.5507,-42.88812,29.79729,845.7243,431.56563,0.00572469,0.01627368,-0.01494779,0.00025047,0.00010488,0.00014559,0.24339477,6.096e-05,0.43063904,223.81,133.87
2466.71897,1.7502,-68.1002,30.33059,677.48934,576.3803,0.00110961,0.02079689,-0.02203122,0.00062686,0.00018029,0.00044657,0.20488704,0.00012843,0.58135179,164.05,187.07,3229.21997,1.6962,-54.21413,80.40468,766.57197,783.70275,0.00401775,0.02693387,-0.01839746,0.00082185,0.00055262,0.00026922,0.22027223,0.00018103,0.61548074,194.74,239.38
2824.30028,1.8121,-60.26998,68.80379,786.71138,574.51069,0.00365832,0.0332134,-0.03681319,0.00127195,0.00054252,0.00072943,0.24460167,0.00031112,0.94512506,103.67,277.52,3709.69027,1.6265,-37.33797,44.52098,980.57358,664.66749,0.005851,0.02420088,-0.0212203,0.00046936,0.00026084,0.00020852,0.24689376,0.00011588,0.62577328,185.77,274.94
1677.98661,1.9243,-40.29694,61.55901,417.24089,469.36172,0.0023108,0.02090573,-0.01421924,0.00061757,0.0003955,0.00022208,0.23028698,0.00014222,0.47255144,162.65,85.62,3475.78762,1.662,-44.55743,88.28329,777.70591,913.1302,0.00148856,0.03452543,-0.02664868,0.00128936,0.00098012,0.00030924,0.18231565,0.00023507,0.82373272,152.06,321.42
2160.38251,1.8373,-59.97843,84.32219,712.12089,406.68589,0.00819232,0.03181425,-0.03317049,0.00165885,0.00069963,0.00095922,0.24387823,0.00040456,0.87912486,124.76,188.53,2437.73715,1.8125,-51.66128,48.83033,686.74824,526.22937,0.00400953,0.0246411,-0.02291542,0.00061195,0.00024189,0.00037006,0.2390322,0.00014628,0.65014651,140.1,199.57
1953.81165,1.8537,-28.98403,59.52723,420.2425,590.32813,0.00163035,0.02476377,-0.01483786,0.00068316,0.00060111,8.205e-05,0.10568226,7.22e-05,0.51607793,155.4,127.59,3461.31769,1.6492,-58.75455,51.26999,895.93446,816.89434,0.00246702,0.02489468,-0.02213067,0.00070764,0.0002526,0.00045504,0.22953857,0.00016243,0.64154779,204.05,275.59
2148.46231,1.7172,-75.47266,80.99623,503.11872,560.18895,0.00013351,0.02725241,-0.02422261,0.00138783,0.00063191,0.00075591,0.2480043,0.00034419,0.69814071,151.31,146.44,2395.53652,1.7886,-42.2694,87.93172,668.60042,512.61181,0.00196355,0.01985606,-0.02137368,0.00087597,0.00056821,0.00030776,0.22789798,0.00019963,0.55823238,182.78,147.99
2774.40693,1.5928,-52.84561,27.8996,767.0167,517.56985,0.00359616,0.01928322,-0.0196514,0.00048321,0.00010448,0.00037873,0.16946571,8.189e-05,0.52875972,166.46,193.26,1994.46536,2.1137,-68.579,104.00976,599.4956,423.85062,0.00543676,0.02945977,-0.02854146,0.00187876,0.00111514,0.00076363,0.24124891,0.00045325,0.79129136,130.83,155.73
3537.36806,1.617,-53.5192,79.33999,1022.62855,688.29939,0.01008075,0.03466557,-0.02644571,0.00111755,0.0005031,0.00061445,0.24751795,0.00027661,0.85331502,172.18,306.93,3573.65478,1.7666,-63.37772,79.24567,820.73334,990.24161,0.00221391,0.03309236,-0.0233788,0.00103733,0.00064095,0.00039638,0.23610343,0.00024492,0.75595904,186.92,320.21
2469.02116,1.812,-68.16755,85.70165,674.22482,575.31038,0.00164726,0.02690254,-0.02795022,0.00112352,0.00058774,0.00053578,0.24946522,0.00028028,0.74518143,113.48,236.42,3754.68306,1.5267,-52.70595,77.90038,1057.09324,743.95732,0.00429977,0.02216393,-0.02108352,0.00079712,0.0004208,0.00037632,0.24922149,0.00019866,0.59096734,248.97,255.38
3803.90445,1.4597,-48.82603,44.03212,1199.64985,684.19984,0.00405949,0.01575542,-0.01644771,0.00047717,0.00016915,0.00030802,0.22882816,0.00010919,0.43556879,355.37,172.16,3707.70625,1.6649,-48.79707,40.29803,957.31167,684.73488,0.00239137,0.0207757,-0.02331132,0.00045836,0.00011708,0.00034128,0.19018923,8.717e-05,0.59410768,167.91,291.91
3864.73422,1.5759,-56.227,61.9208,1039.76987,770.23681,0.0050845,0.02623397,-0.02346591,0.00071937,0.0002482,0.00047117,0.22598187,0.00016256,0.68180953,190.92,315.93,2373.40873,2.1489,-26.90637,74.61205,756.76667,490.1027,0.01049243,0.02795727,-0.01647501,0.00067149,0.00053097,0.00014052,0.16547209,0.00011111,0.63794307,153.04,196.12
2013.30286,1.8436,-44.92868,85.86065,651.59346,392.62011,0.01074233,0.03692764,-0.03271489,0.00157585,0.00094511,0.00063074,0.24005019,0.00037828,0.96174999,102.26,190.15,2811.34401,1.5719,-50.3683,69.13072,852.97535,505.69267,0.00454579,0.02394096,-0.02816895,0.00062717,0.00034208,0.00028509,0.24793602,0.0001555,0.69428774,136.0,244.46
3146.84687,1.5824,-66.81144,54.14585,881.86642,735.0138,0.00120928,0.02517631,-0.02754626,0.00111743,0.00043297,0.00068446,0.23733729,0.00026521,0.71439833,205.5,247.28,3059.6747,1.6861,-64.78413,78.77578,890.48,544.20306,0.00591661,0.03310794,-0.03857659,0.00093838,0.00040678,0.0005316,0.24557644,0.00023044,0.9573592,87.92,313.83
3007.12908,1.6075,-56.60368,77.15973,720.14971,744.51856,0.00228845,0.02882444,-0.023379,0.00074723,0.00048172,0.00026551,0.22906766,0.00017117,0.70903123,126.74,283.41,2488.7878,2.0903,-56.53764,79.00681,711.77111,507.31621,0.00371992,0.02187158,-0.02174709,0.00101553,0.00048137,0.00053416,0.24932434,0.0002532,0.5937462,183.95,157.43
2097.01971,1.786,-69.91379,55.93435,668.40956,403.71447,0.00274055,0.02643137,-0.03648314,0.00131489,0.00035767,0.00095722,0.19802319,0.00026038,0.82223071,102.16,198.07,3551.27961,1.8582,-45.10191,74.20816,1103.79597,595.59746,0.0076969,0.02557865,-0.02544259,0.00078538,0.00035369,0.00043169,0.24753386,0.00019441,0.69473282,180.39,295.48
3754.98532,1.5354,-52.64415,30.98038,1016.41893,710.88512,0.00327397,0.01813032,-0.01796755,0.00041762,0.00011051,0.00030711,0.1945985,8.127e-05,0.49152813,248.2,235.5,3492.11947,1.7566,-56.45626,49.05972,926.45578,791.51538,0.00048932,0.02411631,-0.02716568,0.00091924,0.00027661,0.00064263,0.21036406,0.00019338,0.69446828,205.28,275.8
3532.7687,1.6413,-57.50954,68.6084,791.27678,792.30673,0.00338222,0.03280212,-0.02599944,0.00095614,0.00048697,0.00046917,0.24991336,0.00023895,0.79997565,156.67,286.78,3716.92686,1.3733,-37.05469,33.75701,1018.27468,702.33578,0.00219312,0.01314855,-0.01369049,0.00018642,9.326e-05,9.316e-05,0.24999992,4.66e-05,0.36380973,327.64,154.18
2595.04307,2.0305,-31.41104,54.4749,651.11282,700.45161,0.00348737,0.02176358,-0.01350149,0.00043699,0.0003278,0.00010919,0.18743732,8.191e-05,0.47570206,220.23,158.25,2870.95614,2.0267,-32.0661,51.45735,655.19321,808.38854,0.00309194,0.02325251,-0.01324805,0.00050611,0.0003993,0.00010681,0.16650482,8.427e-05,0.48236782,240.43,169.42
2900.95127,1.7474,-53.4015,71.51744,871.76232,547.97329,0.0100722,0.03344491,-0.02711109,0.00106051,0.00046688,0.00059364,0.24642842,0.00026134,0.84355974,138.13,259.44,2799.59495,1.6185,-38.09113,65.47027,734.08333,621.94586,0.0046066,0.02528934,-0.01980527,0.00042323,0.00028773,0.0001355,0.21765388,9.212e-05,0.61971365,123.76,255.96
