ML_ID	Volume	Estimateddensity	Minimal	Maximal	Positivesurfacearea	Negativesurfacearea	Overallaveragevalue	Positiveaveragevalue	Negativeaveragevalue	Overallvariance	Positivevariance	Negativevariance	Balanceofcharges	Product	Molecularpolarityindex	Nonpolarsurfacearea	Polarsurfacearea	Label
Q0270	2198.06472	1.4137	-40.58932	27.37284	625.97447	480.42774	-7.559e-05	0.01794966	-0.02356163	0.00036196	9.982e-05	0.00026215	0.19972061	7.229e-05	0.55474543	130.8	179.02	0.0
Q0270	2198.06472	1.4137	-40.58932	27.37284	625.97447	480.42774	-7.559e-05	0.01794966	-0.02356163	0.00036196	9.982e-05	0.00026215	0.19972061	7.229e-05	0.55474543	130.8	179.02	0.0
Q0271	3814.37754	1.3618	-59.45575	35.13443	1079.02322	760.84496	0.00088809	0.01995777	-0.02615636	0.00063141	0.00012623	0.00050518	0.15995437	0.000101	0.61282991	202.75	312.47	1.0
Q0275	4049.20694	1.3992	-50.5932	60.55149	1081.55441	831.41335	0.00054277	0.02012215	-0.02492729	0.00059967	0.00023074	0.00036893	0.23672554	0.00014196	0.60438001	236.39	299.3	1.0
Q0280	2919.39346	1.3221	-55.51041	61.90794	806.08114	613.84263	-0.00043901	0.01862747	-0.02547659	0.00072762	0.00024834	0.00047927	0.22481716	0.00016358	0.58745007	185.89	211.73	1.0
Q0280	2919.39346	1.3221	-55.51041	61.90794	806.08114	613.84263	-0.00043901	0.01862747	-0.02547659	0.00072762	0.00024834	0.00047927	0.22481716	0.00016358	0.58745007	185.89	211.73	1.0
Q0281	3282.03961	1.5755	-61.86287	60.85228	712.79065	792.60814	-0.00099646	0.03522658	-0.03357175	0.00105943	0.00043953	0.0006199	0.24275353	0.00025718	0.934855	104.47	317.09	0.0
Q0281	3282.03961	1.5755	-61.86287	60.85228	712.79065	792.60814	-0.00099646	0.03522658	-0.03357175	0.00105943	0.00043953	0.0006199	0.24275353	0.00025718	0.934855	104.47	317.09	0.0
Q0282	2293.5661	1.3944	-44.42595	31.1901	645.12714	475.11436	0.00067039	0.01930928	-0.02463814	0.000506	0.00014864	0.00035736	0.20746383	0.00010498	0.58693165	134.7	179.0	1.0
Q0282	2293.5661	1.3944	-44.42595	31.1901	645.12714	475.11436	0.00067039	0.01930928	-0.02463814	0.000506	0.00014864	0.00035736	0.20746383	0.00010498	0.58693165	134.7	179.0	1.0
Q0282	2293.5661	1.3944	-44.42595	31.1901	645.12714	475.11436	0.00067039	0.01930928	-0.02463814	0.000506	0.00014864	0.00035736	0.20746383	0.00010498	0.58693165	134.7	179.0	1.0
Q0287	3606.12747	1.4373	-50.31412	45.32682	1055.6705	648.54767	0.00424892	0.02615973	-0.0314163	0.00073906	0.0001817	0.00055735	0.18541267	0.00013703	0.76627641	136.45	340.78	1.0
Q0289	3232.31762	1.5064	-69.833	83.87706	947.76795	600.77918	-0.00051632	0.02339219	-0.03823352	0.00137657	0.00042434	0.00095223	0.21323487	0.00029353	0.79321392	175.69	257.95	1.0
Q0289	3232.31762	1.5064	-69.833	83.87706	947.76795	600.77918	-0.00051632	0.02339219	-0.03823352	0.00137657	0.00042434	0.00095223	0.21323487	0.00029353	0.79321392	175.69	257.95	1.0
Q0289	3232.31762	1.5064	-69.833	83.87706	947.76795	600.77918	-0.00051632	0.02339219	-0.03823352	0.00137657	0.00042434	0.00095223	0.21323487	0.00029353	0.79321392	175.69	257.95	1.0
Q0290	2340.47568	1.5	-44.44841	68.79156	593.67815	569.1774	0.00144354	0.02254124	-0.02056234	0.00061673	0.00035265	0.00026408	0.24484354	0.000151	0.58702132	145.01	180.62	1.0
Q0290	2340.47568	1.5	-44.44841	68.79156	593.67815	569.1774	0.00144354	0.02254124	-0.02056234	0.00061673	0.00035265	0.00026408	0.24484354	0.000151	0.58702132	145.01	180.62	1.0
Q0295	2490.98431	1.5356	-43.27657	64.37929	519.48672	701.16074	-0.00173241	0.01838024	-0.01663377	0.00045937	0.00025745	0.00020192	0.2463469	0.00011316	0.47285332	192.34	149.48	1.0
Q0295	2490.98431	1.5356	-43.27657	64.37929	519.48672	701.16074	-0.00173241	0.01838024	-0.01663377	0.00045937	0.00025745	0.00020192	0.2463469	0.00011316	0.47285332	192.34	149.48	1.0
Q0295	2490.98431	1.5356	-43.27657	64.37929	519.48672	701.16074	-0.00173241	0.01838024	-0.01663377	0.00045937	0.00025745	0.00020192	0.2463469	0.00011316	0.47285332	192.34	149.48	1.0
Q0296	2912.07905	1.4176	-52.09412	58.57268	767.37507	640.69965	0.00112399	0.0232307	-0.02535353	0.00069447	0.00026735	0.00042712	0.2367675	0.00016443	0.65842365	156.57	237.73	0.0
Q0296	2912.07905	1.4176	-52.09412	58.57268	767.37507	640.69965	0.00112399	0.0232307	-0.02535353	0.00069447	0.00026735	0.00042712	0.2367675	0.00016443	0.65842365	156.57	237.73	0.0
Q0297	3845.43058	1.45	-58.7411	61.69304	1037.94811	608.86578	0.00262004	0.02438961	-0.03449107	0.00093909	0.00025601	0.00068308	0.19829758	0.00018622	0.76530271	164.39	296.76	0.0
Q0297	3845.43058	1.45	-58.7411	61.69304	1037.94811	608.86578	0.00262004	0.02438961	-0.03449107	0.00093909	0.00025601	0.00068308	0.19829758	0.00018622	0.76530271	164.39	296.76	0.0
Q0298	2901.0306	1.4731	-48.19477	40.12486	832.82084	602.89543	0.00281423	0.02201428	-0.02370812	0.00057473	0.00021754	0.00035719	0.23524052	0.0001352	0.61839421	164.46	237.58	0.0
Q0298	2901.0306	1.4731	-48.19477	40.12486	832.82084	602.89543	0.00281423	0.02201428	-0.02370812	0.00057473	0.00021754	0.00035719	0.23524052	0.0001352	0.61839421	164.46	237.58	0.0
Q0299	2912.69774	1.6497	-57.4287	66.52339	787.04741	630.48688	0.00345218	0.02328221	-0.02130198	0.00073488	0.00032233	0.00041255	0.24623194	0.00018095	0.60957438	187.99	208.96	1.0
Q0300	2893.77651	1.4421	-73.95147	82.2041	783.87759	600.03877	0.0023509	0.02712775	-0.03001703	0.00143397	0.00055241	0.00088156	0.2368279	0.00033961	0.77227224	160.9	226.64	1.0
Q0302	3213.77686	1.3302	-58.65223	75.89805	821.85774	685.64485	-0.00059057	0.0200057	-0.02527858	0.00086301	0.00044868	0.00041433	0.24960412	0.00021541	0.60964168	195.55	226.6	1.0
Q0303	2667.04115	1.4385	-45.89777	37.28098	573.6273	700.96534	-0.00208899	0.01911508	-0.01944111	0.00037192	0.00016418	0.00020774	0.24657017	9.17e-05	0.52502687	161.47	195.45	1.0
Q0304	2541.628	1.6634	-41.02017	33.03515	747.9753	545.08798	0.00345895	0.02136629	-0.0211137	0.00042724	0.00015652	0.00027072	0.23213748	9.918e-05	0.57850897	157.69	204.41	1.0
Q0305	2977.6714	1.4069	-53.97877	47.22061	842.56761	599.81464	0.00372062	0.02352934	-0.02410495	0.00053716	0.00015556	0.0003816	0.20573281	0.00011051	0.64677943	126.08	277.83	1.0
Q0308	3232.50525	1.4956	-60.62801	73.88834	877.79163	680.87336	0.00091088	0.0251971	-0.03039925	0.00109054	0.00041238	0.00067816	0.23515064	0.00025644	0.74748475	175.15	261.32	1.0
Q0312	2885.43079	1.679	-46.52116	59.05455	721.64151	698.95929	-3.251e-05	0.0205398	-0.02127242	0.00065052	0.00025143	0.00039908	0.23712109	0.00015425	0.56872513	198.99	198.82	0.0
Q0313	4425.49065	1.4398	-80.61369	84.93637	1040.44934	951.35545	0.00096747	0.03028776	-0.03109864	0.00126227	0.00056706	0.0006952	0.24742371	0.00031231	0.83471085	180.32	377.44	1.0
Q0314	3070.14849	1.4398	-32.20784	26.74229	620.1534	850.83493	-0.00567608	0.01983558	-0.02427092	0.00025673	0.00010685	0.00014988	0.24297637	6.238e-05	0.60956299	129.25	282.66	0.0
Q0319	3763.05288	1.3894	-61.59071	70.02876	924.7416	906.4313	-0.00301136	0.02070699	-0.02720883	0.00087492	0.00039906	0.00047586	0.24807354	0.00021704	0.65104334	229.09	283.69	1.0
Q0319	3763.05288	1.3894	-61.59071	70.02876	924.7416	906.4313	-0.00301136	0.02070699	-0.02720883	0.00087492	0.00039906	0.00047586	0.24807354	0.00021704	0.65104334	229.09	283.69	1.0
Q0321	2432.79668	1.4848	-49.32894	38.18846	602.99678	600.89609	-0.00124764	0.02269325	-0.02527223	0.00065714	0.00019786	0.00045928	0.21043778	0.00013829	0.65254223	143.86	193.27	1.0
Q0322	3433.21733	1.3955	-56.40627	64.60398	855.56994	763.81911	-0.00029352	0.02426961	-0.02780719	0.00074979	0.0003037	0.00044608	0.24098496	0.00018069	0.70581389	152.11	301.37	1.0
Q0323	3247.78039	1.5934	-53.16861	38.47485	917.63076	659.72603	0.0013665	0.01956699	-0.02394906	0.00060637	0.00021942	0.00038694	0.23091954	0.00014002	0.58231769	208.57	233.13	1.0
Q0325	3027.03348	1.6193	-52.52625	48.16805	860.04417	593.94635	0.00564275	0.02975335	-0.0292698	0.00086309	0.00028624	0.00057685	0.22165596	0.00019131	0.80425489	122.7	284.46	0.0
Q0332	2169.75209	1.3289	-56.07116	63.795	583.19131	519.02954	0.00085248	0.02143935	-0.02227932	0.00082668	0.00035716	0.00046952	0.24538165	0.00020285	0.59415742	154.36	154.29	0.0
Q0334	3581.7605	1.3876	-51.43896	38.17608	928.82613	762.12071	-3.73e-05	0.01722053	-0.02107008	0.0004232	0.00010609	0.00031711	0.18784526	7.95e-05	0.51580674	229.59	243.92	1.0
Q0335	3182.3877	1.3891	-51.35438	60.90264	1029.2846	479.88396	0.00198334	0.01808744	-0.03255774	0.00099193	0.00024471	0.00074722	0.18583756	0.00018434	0.61739072	219.67	202.94	1.0
Q0339	2773.31214	1.5005	-50.95852	49.71081	834.43858	494.67485	0.00654366	0.02629789	-0.02677862	0.00076322	0.00028262	0.0004806	0.2331766	0.00017797	0.7204706	129.11	243.08	0.0
Q0343	2709.18464	1.5566	-44.55268	65.4016	732.2451	592.59716	0.00205441	0.02635971	-0.02797854	0.00054058	0.00029604	0.00024453	0.24773017	0.00013392	0.73698773	105.02	265.97	0.0
Q0346	2913.41915	1.4823	-39.9052	31.64657	655.07636	726.32976	-0.00044804	0.02006344	-0.01894733	0.00035252	0.00019111	0.00016142	0.2482265	8.751e-05	0.52998536	176.12	210.72	0.0
Q0347	3032.68044	1.5847	-63.08741	70.72155	837.93575	605.71353	-0.00132347	0.02805763	-0.04196887	0.00141813	0.00041932	0.00099881	0.20825634	0.00029533	0.92231318	127.15	277.11	0.0
Q0350	1754.12814	1.5346	-47.48364	56.47387	406.49487	481.89403	-0.00058799	0.02071766	-0.01856006	0.0005766	0.00033643	0.00024017	0.24303323	0.00014013	0.53190913	139.13	109.64	0.0
Q0351	3380.70084	1.394	-57.26849	68.09428	855.90126	717.89075	-0.00027278	0.02125692	-0.02594143	0.00063243	0.00028521	0.00034721	0.24759731	0.00015659	0.63657701	170.01	270.7	1.0
Q0352	3092.75647	1.5829	-40.20456	29.91273	801.90573	703.15724	0.00114305	0.01906438	-0.01929508	0.00035054	0.00014535	0.00020519	0.2427162	8.508e-05	0.52170101	196.63	224.83	1.0
Q0353	3202.01103	1.7437	-34.38788	94.87182	837.10655	714.90355	0.01006259	0.03482255	-0.01892975	0.00100744	0.0008083	0.00019914	0.15859447	0.00015977	0.74836294	163.82	270.79	1.0
Q0354	2162.71367	1.8146	-54.32935	48.07389	597.3225	500.80988	0.00196518	0.02333753	-0.02352589	0.00072997	0.00028668	0.00044328	0.23849453	0.00017409	0.637384	126.97	180.54	0.0
Q0355	3050.56747	1.5736	-42.96303	77.51942	678.2601	808.8486	0.0014108	0.02784808	-0.02075818	0.00072715	0.00053598	0.00019117	0.19378461	0.00014091	0.65285092	158.79	257.64	1.0
Q0356	3323.35887	1.5324	-62.49828	38.5026	824.63647	763.65979	-0.00304756	0.0226435	-0.03079	0.00097468	0.00022588	0.00074879	0.17804267	0.00017353	0.72274456	168.62	276.14	0.0
Q0356	3323.35887	1.5324	-62.49828	38.5026	824.63647	763.65979	-0.00304756	0.0226435	-0.03079	0.00097468	0.00022588	0.00074879	0.17804267	0.00017353	0.72274456	168.62	276.14	0.0
Q0356	3323.35887	1.5324	-62.49828	38.5026	824.63647	763.65979	-0.00304756	0.0226435	-0.03079	0.00097468	0.00022588	0.00074879	0.17804267	0.00017353	0.72274456	168.62	276.14	0.0
Q0357	3912.69227	1.4394	-61.85009	74.01094	1048.51325	608.22366	0.00319986	0.02259478	-0.03023494	0.00104024	0.00034039	0.00069985	0.22014773	0.00022901	0.69115957	188.5	275.43	1.0
Q0357	3912.69227	1.4394	-61.85009	74.01094	1048.51325	608.22366	0.00319986	0.02259478	-0.03023494	0.00104024	0.00034039	0.00069985	0.22014773	0.00022901	0.69115957	188.5	275.43	1.0
Q0359	2968.2577	1.5643	-46.40145	67.288	840.04309	621.98269	0.00374833	0.02996002	-0.03165289	0.00087592	0.00044276	0.00043315	0.24996989	0.00021895	0.83485097	120.29	289.12	0.0
Q0363	2313.27834	1.4956	-55.92292	87.57935	592.75714	553.7741	0.00457588	0.03473514	-0.02770644	0.00136423	0.0008102	0.00055403	0.24118467	0.00032903	0.85281236	113.53	207.53	0.0
Q0364	2511.39599	1.4249	-64.13878	48.64154	732.39283	508.23814	0.00145775	0.02110983	-0.02686173	0.00091841	0.00018695	0.00073147	0.16211953	0.00014889	0.63854677	157.84	189.57	1.0
Q0370	3184.49983	1.6043	-73.19774	50.1039	985.33205	568.37697	0.00178031	0.02542408	-0.03920827	0.00109324	0.00030529	0.00078795	0.20126892	0.00022004	0.82903844	144.25	290.83	1.0
Q0371	3099.9555	1.6172	-54.31766	68.11277	637.83169	887.80274	-0.00168936	0.03036737	-0.02472016	0.00091461	0.00054887	0.00036575	0.23997876	0.00021949	0.73691483	152.95	274.28	1.0
Q0371	3099.9555	1.6172	-54.31766	68.11277	637.83169	887.80274	-0.00168936	0.03036737	-0.02472016	0.00091461	0.00054887	0.00036575	0.23997876	0.00021949	0.73691483	152.95	274.28	1.0
Q0375	4018.21921	1.3988	-63.08672	35.17879	1021.59313	887.03236	-0.00133002	0.01954923	-0.02537659	0.00062913	0.00013223	0.00049689	0.16600723	0.00010444	0.60565711	219.58	314.89	1.0
Q0376	3880.47843	1.3618	-57.25795	28.14943	981.00086	777.85435	-0.00041987	0.0164495	-0.02169489	0.00056553	0.00010717	0.00045836	0.15359216	8.686e-05	0.5107379	255.53	237.0	1.0
Q0376	3880.47843	1.3618	-57.25795	28.14943	981.00086	777.85435	-0.00041987	0.0164495	-0.02169489	0.00056553	0.00010717	0.00045836	0.15359216	8.686e-05	0.5107379	255.53	237.0	1.0
Q0376	3880.47843	1.3618	-57.25795	28.14943	981.00086	777.85435	-0.00041987	0.0164495	-0.02169489	0.00056553	0.00010717	0.00045836	0.15359216	8.686e-05	0.5107379	255.53	237.0	1.0
Q0377	2861.65773	1.627	-46.85088	37.1757	797.09929	566.71936	-0.00188148	0.01942438	-0.03184848	0.00079337	0.00018954	0.00060382	0.18183245	0.00014426	0.66904834	170.31	211.6	1.0
Q0378	3918.95371	1.5556	-51.49769	62.19551	1055.16213	796.44485	0.00619518	0.03014987	-0.02554095	0.00070474	0.0002955	0.00040925	0.24348725	0.0001716	0.76647398	149.95	368.55	1.0
Q0382	3445.52894	1.5106	-59.43786	42.22339	934.43184	700.65264	0.00177285	0.02637118	-0.03103294	0.00104695	0.00026821	0.00077874	0.19055383	0.0001995	0.77195434	169.3	288.57	0.0
Q0384	2429.90585	1.6384	-57.03643	64.60464	663.8588	585.4051	0.00394487	0.02785312	-0.02316748	0.00086895	0.0004648	0.00040415	0.24878218	0.00021618	0.69817421	140.32	209.51	0.0
Q0391	4813.26409	1.3147	-53.76881	57.694	1324.74532	920.90483	0.00140001	0.01796421	-0.02242803	0.0005805	0.00014315	0.00043735	0.1857897	0.00010785	0.53864246	304.39	324.46	1.0
Q0391	4813.26409	1.3147	-53.76881	57.694	1324.74532	920.90483	0.00140001	0.01796421	-0.02242803	0.0005805	0.00014315	0.00043735	0.1857897	0.00010785	0.53864246	304.39	324.46	1.0
Q0393	3642.28054	1.4568	-56.88068	31.17301	900.29606	801.72274	-1.304e-05	0.01986416	-0.02233417	0.00060012	0.0001413	0.00045881	0.18001775	0.00010803	0.57219118	224.97	251.64	1.0
Q0394	3352.01949	1.6576	-58.81708	63.51704	905.97391	695.64756	0.00104298	0.02237589	-0.02673985	0.00090024	0.00028449	0.00061575	0.21615042	0.00019459	0.66045657	203.63	244.87	1.0
Q0394	3352.01949	1.6576	-58.81708	63.51704	905.97391	695.64756	0.00104298	0.02237589	-0.02673985	0.00090024	0.00028449	0.00061575	0.21615042	0.00019459	0.66045657	203.63	244.87	1.0
Q0399	3611.4253	1.5653	-49.43532	45.4602	864.33353	830.81162	-0.00135892	0.02285379	-0.02654858	0.00052761	0.0002081	0.00031951	0.23885196	0.00012602	0.67115932	154.23	320.46	1.0
Q0401	3899.63894	1.4642	-49.2242	28.93327	949.2887	930.69576	-0.00199126	0.02024418	-0.02467091	0.00051706	0.00012838	0.00038868	0.18664071	9.651e-05	0.61050532	202.53	323.92	1.0
Q0403	3019.67367	1.4823	-49.34879	67.54744	891.8795	575.85118	0.00448454	0.02752915	-0.03120699	0.00101103	0.00039611	0.00061492	0.23828991	0.00024092	0.78837141	142.86	268.15	0.0
Q0404	3393.20964	1.3985	-86.27085	49.15059	844.64151	755.82572	0.00010245	0.0318772	-0.03540609	0.00169268	0.00050475	0.00118793	0.20927563	0.00035424	0.91277133	161.37	286.8	0.0
Q0404	3393.20964	1.3985	-86.27085	49.15059	844.64151	755.82572	0.00010245	0.0318772	-0.03540609	0.00169268	0.00050475	0.00118793	0.20927563	0.00035424	0.91277133	161.37	286.8	0.0
Q0405	2481.17519	1.4291	-48.41204	84.49622	639.81135	565.9796	0.00095342	0.02671785	-0.02817196	0.00109913	0.00068726	0.00041187	0.23430545	0.00025753	0.74560237	136.39	201.27	0.0
Q0406	2583.00164	1.4505	-52.32456	73.37375	625.43172	620.83349	0.00111897	0.02308817	-0.02101295	0.00087855	0.00047402	0.00040453	0.24843578	0.00021826	0.60013041	184.04	164.95	0.0
Q0406	2583.00164	1.4505	-52.32456	73.37375	625.43172	620.83349	0.00111897	0.02308817	-0.02101295	0.00087855	0.00047402	0.00040453	0.24843578	0.00021826	0.60013041	184.04	164.95	0.0
Q0410	2880.80503	1.5069	-49.54694	31.82513	734.48308	647.13407	-0.00111226	0.02035912	-0.0254818	0.00043935	0.00014495	0.00029439	0.2210759	9.713e-05	0.61929091	137.86	249.03	0.0
Q0411	3523.12927	1.4551	-58.88765	62.73983	822.69812	794.65552	-0.00352797	0.01789678	-0.02570878	0.00072994	0.0002566	0.00047333	0.22796028	0.0001664	0.59144087	214.05	238.85	1.0
Q0412	2995.17953	1.7298	-50.96877	47.73664	912.69669	535.07588	0.00704405	0.02804257	-0.02877382	0.00089555	0.00030574	0.00058981	0.22484644	0.00020136	0.77043132	139.09	266.33	1.0
Q0412	2995.17953	1.7298	-50.96877	47.73664	912.69669	535.07588	0.00704405	0.02804257	-0.02877382	0.00089555	0.00030574	0.00058981	0.22484644	0.00020136	0.77043132	139.09	266.33	1.0
Q0415	2492.32124	1.4043	-43.98762	32.16607	669.36351	553.09978	0.00052439	0.01761386	-0.02015734	0.0004328	0.00015006	0.00028274	0.22650791	9.803e-05	0.51061203	173.51	168.81	0.0
Q0416	3126.07362	1.4211	-53.76727	51.80787	863.55667	647.41294	0.00454372	0.02238721	-0.01925696	0.00066655	0.0002412	0.00042535	0.23091668	0.00015392	0.57269012	204.37	218.74	1.0
Q0418	2834.79437	1.563	-64.60238	71.06507	741.14117	572.75649	-0.00176735	0.02517888	-0.03663549	0.00101247	0.00031644	0.00069604	0.21485762	0.00021754	0.82105079	110.57	257.36	1.0
Q0418	2834.79437	1.563	-64.60238	71.06507	741.14117	572.75649	-0.00176735	0.02517888	-0.03663549	0.00101247	0.00031644	0.00069604	0.21485762	0.00021754	0.82105079	110.57	257.36	1.0
Q0419	3349.81021	1.4435	-57.21056	39.27246	968.40434	582.87168	0.00221483	0.02456817	-0.03492381	0.00100535	0.00021985	0.0007855	0.17085717	0.00017177	0.7744133	149.65	284.75	1.0
Q0419	3349.81021	1.4435	-57.21056	39.27246	968.40434	582.87168	0.00221483	0.02456817	-0.03492381	0.00100535	0.00021985	0.0007855	0.17085717	0.00017177	0.7744133	149.65	284.75	1.0
Q0420	2899.76831	1.532	-48.93876	66.9338	822.52528	576.28139	0.00294287	0.02236081	-0.02477232	0.00057619	0.00023141	0.00034479	0.24032004	0.00013847	0.63550295	136.69	255.02	1.0
Q0421	2831.19368	1.4422	-41.63813	42.04385	838.10746	558.40902	0.00166453	0.01818192	-0.02312617	0.00053069	0.00019132	0.00033937	0.23054079	0.00012235	0.54855213	191.93	199.14	1.0
Q0421	2831.19368	1.4422	-41.63813	42.04385	838.10746	558.40902	0.00166453	0.01818192	-0.02312617	0.00053069	0.00019132	0.00033937	0.23054079	0.00012235	0.54855213	191.93	199.14	1.0
Q0422	2795.97547	1.6848	-77.1722	87.52299	784.59582	592.5322	0.0011904	0.02667116	-0.03254971	0.00154024	0.00067103	0.00086922	0.24586069	0.00037869	0.79458612	160.54	225.09	0.0
Q0422	2795.97547	1.6848	-77.1722	87.52299	784.59582	592.5322	0.0011904	0.02667116	-0.03254971	0.00154024	0.00067103	0.00086922	0.24586069	0.00037869	0.79458612	160.54	225.09	0.0
Q0422	2795.97547	1.6848	-77.1722	87.52299	784.59582	592.5322	0.0011904	0.02667116	-0.03254971	0.00154024	0.00067103	0.00086922	0.24586069	0.00037869	0.79458612	160.54	225.09	0.0
Q0424	2486.92135	1.4568	-66.57042	63.03891	686.087	563.40489	-0.00138112	0.02356426	-0.03175838	0.00109048	0.00033275	0.00075773	0.21203134	0.00023122	0.74175637	139.62	210.27	0.0
Q0425	3728.53809	1.4291	-62.21137	39.74818	1076.64129	642.30738	0.00330796	0.02468335	-0.03252165	0.00086774	0.00016853	0.00069922	0.15649425	0.0001358	0.75136701	152.13	329.23	1.0
Q0425	3728.53809	1.4291	-62.21137	39.74818	1076.64129	642.30738	0.00330796	0.02468335	-0.03252165	0.00086774	0.00016853	0.00069922	0.15649425	0.0001358	0.75136701	152.13	329.23	1.0
Q0429	3160.73728	1.6022	-47.99012	67.2058	798.51646	738.79858	0.00594506	0.03422482	-0.02462058	0.00096498	0.00053271	0.00043227	0.24729182	0.00023863	0.80570841	160.58	269.91	1.0
Q0430	4127.17077	1.5597	-71.41953	72.63956	1165.47218	848.16643	0.00277129	0.02313091	-0.02520503	0.00085182	0.00031874	0.00053308	0.23417063	0.00019947	0.65319714	231.03	332.85	1.0
Q0430	4127.17077	1.5597	-71.41953	72.63956	1165.47218	848.16643	0.00277129	0.02313091	-0.02520503	0.00085182	0.00031874	0.00053308	0.23417063	0.00019947	0.65319714	231.03	332.85	1.0
Q0434	3556.91554	1.5735	-57.1067	51.06703	914.79098	794.30438	0.00160829	0.02676801	-0.02736787	0.00066741	0.00026576	0.00040164	0.23963675	0.00015993	0.73598062	153.65	324.95	1.0
Q0436	3259.39676	1.4626	-65.36823	58.9221	778.79267	858.55138	-0.00472393	0.02194897	-0.02891893	0.00080217	0.00023213	0.00057003	0.20564089	0.00016496	0.69671246	169.07	289.44	0.0
Q0436	3259.39676	1.4626	-65.36823	58.9221	778.79267	858.55138	-0.00472393	0.02194897	-0.02891893	0.00080217	0.00023213	0.00057003	0.20564089	0.00016496	0.69671246	169.07	289.44	0.0
Q0437	4029.68372	1.4295	-40.30871	63.64964	984.27013	890.85901	0.00213073	0.02538682	-0.02356388	0.00060868	0.00041554	0.00019314	0.21662351	0.00013186	0.66724362	199.46	325.63	1.0
Q0439	1755.26027	1.6038	-48.75495	78.87734	474.20744	417.77972	0.00255812	0.03512778	-0.03441059	0.00100466	0.00061338	0.00039127	0.23778131	0.00023889	0.94673489	54.93	194.85	1.0
Q0439	1755.26027	1.6038	-48.75495	78.87734	474.20744	417.77972	0.00255812	0.03512778	-0.03441059	0.00100466	0.00061338	0.00039127	0.23778131	0.00023889	0.94673489	54.93	194.85	1.0
Q0440	3676.0187	1.5165	-91.65045	42.50716	956.07205	785.82421	-0.00306094	0.02338687	-0.03523865	0.00125925	0.0001553	0.00110396	0.10811631	0.00013615	0.78188049	161.04	326.74	1.0
Q0441	2288.26688	1.7978	-65.3812	38.75679	644.88405	508.82297	0.00139818	0.02276223	-0.02567868	0.00086706	0.00024111	0.00062595	0.20075144	0.00017406	0.6543925	139.67	183.4	1.0
Q0443	3343.17642	1.5633	-41.59101	40.98061	1021.49943	610.31096	0.00678233	0.02533733	-0.02427382	0.00052572	0.00026187	0.00026385	0.24999647	0.00013143	0.67864012	160.97	295.99	0.0
Q0443	3343.17642	1.5633	-41.59101	40.98061	1021.49943	610.31096	0.00678233	0.02533733	-0.02427382	0.00052572	0.00026187	0.00026385	0.24999647	0.00013143	0.67864012	160.97	295.99	0.0
Q0445	2682.8093	1.8409	-61.86986	95.4153	692.80084	586.20912	0.00546406	0.03591707	-0.03052629	0.00145148	0.00095009	0.00050139	0.22610919	0.00032819	0.91012041	121.6	236.56	1.0
Q0446	3177.9664	1.5176	-61.44016	53.31117	776.97841	754.09473	-0.00253	0.02235007	-0.02816508	0.00091829	0.0002208	0.0006975	0.18263012	0.00016771	0.68611106	184.63	244.11	0.0
Q0446	3177.9664	1.5176	-61.44016	53.31117	776.97841	754.09473	-0.00253	0.02235007	-0.02816508	0.00091829	0.0002208	0.0006975	0.18263012	0.00016771	0.68611106	184.63	244.11	0.0
Q0447	3271.02634	1.379	-52.02186	38.89693	959.0173	550.00484	0.00390123	0.02235501	-0.02827575	0.00074464	0.00016178	0.00058286	0.17005494	0.00012663	0.66703221	150.36	272.2	1.0
Q0448	2561.51961	1.4933	-48.46455	31.75993	702.73258	528.26141	-0.00032235	0.02002171	-0.02738553	0.00061712	0.00016017	0.00045695	0.1921808	0.0001186	0.63080825	141.33	203.38	1.0
Q0449	2445.15155	1.3856	-54.87973	26.53671	608.54805	556.88466	-0.00167037	0.01767965	-0.02281554	0.00049498	0.00011469	0.00038028	0.17802179	8.812e-05	0.54786742	153.88	172.47	1.0
Q0449	2445.15155	1.3856	-54.87973	26.53671	608.54805	556.88466	-0.00167037	0.01767965	-0.02281554	0.00049498	0.00011469	0.00038028	0.17802179	8.812e-05	0.54786742	153.88	172.47	1.0
Q0450	2253.12383	1.3593	-56.96964	66.73875	647.00338	513.13584	0.00384089	0.02875153	-0.02756846	0.00110429	0.00045847	0.00064582	0.24280437	0.00026813	0.76812979	125.91	198.97	0.0
Q0451	2786.65447	1.413	-54.01058	53.34434	733.18145	648.15151	0.00013196	0.02171775	-0.02428562	0.00079502	0.00027044	0.00052458	0.22445355	0.00017845	0.623757	173.48	213.33	0.0
Q0451	2786.65447	1.413	-54.01058	53.34434	733.18145	648.15151	0.00013196	0.02171775	-0.02428562	0.00079502	0.00027044	0.00052458	0.22445355	0.00017845	0.623757	173.48	213.33	0.0
Q0451	2786.65447	1.413	-54.01058	53.34434	733.18145	648.15151	0.00013196	0.02171775	-0.02428562	0.00079502	0.00027044	0.00052458	0.22445355	0.00017845	0.623757	173.48	213.33	0.0
Q0451	2786.65447	1.413	-54.01058	53.34434	733.18145	648.15151	0.00013196	0.02171775	-0.02428562	0.00079502	0.00027044	0.00052458	0.22445355	0.00017845	0.623757	173.48	213.33	0.0
Q0453	2123.47425	1.363	-48.06166	70.70327	549.65863	538.0913	0.00025399	0.02419698	-0.0242037	0.00078595	0.00043916	0.00034679	0.24654663	0.00019377	0.65852364	125.56	179.04	0.0
