ML_ID	Volume	Estimateddensity	Minimal	Maximal	Positivesurfacearea	Negativesurfacearea	Overallaveragevalue	Positiveaveragevalue	Negativeaveragevalue	Overallvariance	Positivevariance	Negativevariance	Balanceofcharges	Product	Molecularpolarityindex	Nonpolarsurfacearea	Polarsurfacearea	Label
P0196	3315.37986	1.6169	-50.36754	74.64827	876.57854	732.50756	0.0044253	0.02320992	-0.01805392	0.00070978	0.00042693	0.00028285	0.2396986	0.00017013	0.56770411	219.83	230.76	1.0
P0197	2988.37272	1.7075	-49.46169	38.86912	680.18933	770.35297	0.00044296	0.02596386	-0.02209092	0.00058249	0.00036945	0.00021305	0.23197708	0.00013512	0.65054307	164.94	241.25	1.0
P0198	3343.35426	1.657	-47.15779	40.39392	1035.83773	596.47097	0.00391182	0.0181836	-0.02087269	0.00064275	0.00019956	0.00044319	0.21408377	0.0001376	0.52153985	259.98	197.12	1.0
P0200	1850.79505	1.8236	-64.08986	33.56199	420.52779	504.50664	-0.00183256	0.01872936	-0.01897179	0.00072052	0.00022455	0.00049597	0.21452394	0.00015457	0.51324971	164.7	94.34	0.0
P0202	3493.34243	1.6116	-59.73531	63.72286	845.91917	797.46295	-0.00070128	0.02340501	-0.02627235	0.00086644	0.00033401	0.00053243	0.23688886	0.00020525	0.67474455	192.71	267.48	0.0
P0204	2335.14271	1.8412	-41.60667	41.31748	504.66605	658.61539	-0.0016647	0.02443978	-0.02166733	0.00040796	0.00021529	0.00019266	0.24923095	0.00010168	0.62232709	114.76	210.99	0.0
P0208	1716.2113	1.8946	-37.45272	47.69123	594.18172	268.69702	0.00460912	0.01569892	-0.01991425	0.00044961	0.00016557	0.00028403	0.23264511	0.0001046	0.46290799	132.06	109.57	0.0
P0209	3196.37966	1.7123	-54.76778	67.16253	836.37331	681.16082	-0.00022617	0.0248403	-0.03100441	0.00110008	0.00043338	0.0006667	0.23875392	0.00026265	0.75122811	172.51	252.44	0.0
P0211	2123.57333	1.7953	-49.32374	70.30595	558.28748	511.93553	-0.000975	0.02433545	-0.02857712	0.00079904	0.00040299	0.00039605	0.24998115	0.00019975	0.71741275	107.74	191.96	0.0
P0213	1692.52276	1.9277	-60.08475	99.79348	589.29761	288.15461	0.00795237	0.03260584	-0.04246582	0.00202524	0.00108811	0.00093713	0.24861063	0.0005035	0.97536084	86.82	158.9	0.0
P0216	1699.57727	2.0123	-35.16548	51.56136	408.90253	451.10856	0.00241201	0.02395731	-0.0171175	0.00047005	0.0002892	0.00018085	0.23671618	0.00011127	0.55428427	112.78	128.05	0.0
P0219	2682.80949	1.8409	-61.86983	95.41525	692.80123	586.20863	0.00546405	0.03591702	-0.0305263	0.00145148	0.00095009	0.00050139	0.22610924	0.00032819	0.91011991	121.6	236.56	1.0
P0221	2827.57696	1.9351	-55.66567	58.91815	761.93083	622.10846	0.00869039	0.03537297	-0.02398924	0.00084778	0.00041337	0.0004344	0.24984615	0.00021181	0.82331092	117.32	270.25	1.0
P0222	3353.96745	1.5817	-59.42781	63.48751	926.45017	728.74371	0.00174315	0.02316307	-0.02548795	0.00085609	0.00037367	0.00048242	0.24596526	0.00021057	0.65815248	211.44	252.06	0.0
P0223	3033.13221	1.6454	-58.33708	46.63939	827.20504	659.82821	0.00115256	0.02179312	-0.02472385	0.00072601	0.00020631	0.0005197	0.20341923	0.00014769	0.62840737	171.98	244.43	0.0
P0224	3042.89605	1.6401	-59.74431	62.9329	791.55123	720.70987	0.00200126	0.0271743	-0.02564613	0.00082984	0.00034365	0.00048619	0.24262371	0.00020134	0.71963252	155.42	268.05	0.0
P0225	2885.23855	1.6752	-59.37589	63.42997	718.81805	712.98978	0.00144699	0.02809104	-0.02541487	0.00088139	0.00040071	0.00048068	0.24794212	0.00021853	0.72813317	154.68	246.27	0.0
P0226	3292.58703	1.6145	-46.56894	26.0619	711.49343	886.13329	-0.00259863	0.01651398	-0.01794451	0.00032782	0.0001294	0.00019842	0.23891564	7.832e-05	0.47095911	231.15	216.23	1.0
P0227	3133.26593	1.7398	-57.58105	49.00351	932.96443	571.47872	0.00854096	0.02934923	-0.02542948	0.00092094	0.00037706	0.00054388	0.24179715	0.00022268	0.75811651	156.32	264.96	0.0
P0229	3120.13839	1.8938	-40.68959	102.41843	937.43666	605.17856	0.00939177	0.02894314	-0.02089379	0.00105382	0.00078982	0.00026401	0.18776091	0.00019787	0.70165432	180.64	251.33	1.0
P0230	3666.42238	1.6029	-60.28668	77.8107	896.26259	740.63009	0.0035887	0.03627175	-0.03596221	0.00132528	0.00055736	0.00076792	0.24368901	0.00032296	0.9831934	132.47	325.91	0.0
P0232	3040.26867	1.7116	-65.46865	95.76667	876.66826	552.05006	0.00629634	0.0344297	-0.03838008	0.00121174	0.00068682	0.00052492	0.24553733	0.00029753	0.97841545	91.88	308.2	0.0
P0233	2868.1841	1.8335	-58.08846	89.8916	740.27429	674.19196	0.00600558	0.03611331	-0.02705323	0.00139821	0.00085187	0.00054634	0.238063	0.00033286	0.86518348	143.05	253.04	0.0
P0235	3452.30339	1.6712	-53.01016	27.5824	890.57924	742.1622	0.00095802	0.0183842	-0.01995302	0.00044744	0.00012497	0.00032247	0.20129029	9.007e-05	0.51966417	231.38	225.83	0.0
P0237	2295.72867	1.7636	-58.33931	66.46855	600.73467	505.23461	-0.00070964	0.01870404	-0.02379293	0.00091087	0.000338	0.00057287	0.23337782	0.00021258	0.57222209	175.59	134.11	0.0
P0238	2712.03532	1.7614	-48.20016	89.24858	588.86757	801.70783	0.00373146	0.03705236	-0.02074328	0.0011223	0.0008786	0.0002437	0.16999141	0.00019078	0.75238649	156.67	232.73	1.0
P0240	2857.57226	1.7622	-48.07842	69.67918	748.44733	589.12018	0.00422091	0.02694247	-0.02464567	0.00082365	0.00040807	0.00041558	0.24997924	0.0002059	0.70561472	149.62	224.93	1.0
P0241	3489.56852	1.6391	-41.3659	22.10892	911.96271	783.84694	-0.00162456	0.01928189	-0.02594805	0.00029536	6.256e-05	0.0002328	0.16694441	4.931e-05	0.60853253	146.55	328.33	0.0
P0242	1832.28479	1.9824	-43.2711	67.87755	575.65848	386.44133	0.00701932	0.02635865	-0.02178932	0.00098108	0.00047145	0.00050963	0.2496213	0.0002449	0.6673133	132.31	137.11	0.0
P0245	3101.60678	1.6921	-46.85782	58.57308	796.529	712.1395	0.00257348	0.02079441	-0.01780666	0.00062559	0.00031668	0.00030891	0.24996137	0.00015637	0.52746801	234.58	187.89	0.0
P0250	1634.51801	1.9275	-55.89509	57.07026	598.55202	243.01287	0.00579534	0.01891349	-0.02651528	0.00119716	0.00024964	0.00094752	0.16504458	0.00019758	0.57439429	127.52	108.14	1.0
P0252	2288.97167	1.7538	-50.70805	58.48705	630.50425	535.34881	0.00286497	0.02380259	-0.02179421	0.00081092	0.00034152	0.0004694	0.24378263	0.00019769	0.62260624	154.61	171.86	0.0
P0253	1848.7748	1.8256	-48.44091	73.45843	389.54713	546.17527	0.0017462	0.03617028	-0.022806	0.00097762	0.00070881	0.00026882	0.1993609	0.0001949	0.77197698	81.84	180.19	0.0
P0255	2829.52963	1.7598	-56.70119	51.42527	663.85859	722.73288	-0.00101431	0.02913983	-0.02871207	0.00114169	0.00049861	0.00064308	0.24599691	0.00028085	0.78686803	150.0	238.28	0.0
P0256	2663.50277	1.7263	-56.6195	44.11448	710.96168	521.14918	0.00278583	0.02458482	-0.02695278	0.00073924	0.00025289	0.00048634	0.22506824	0.00016638	0.69624152	121.75	223.27	0.0
P0257	3384.48032	1.6369	-67.68677	52.42862	837.49316	871.74465	-0.00015595	0.02888878	-0.02805949	0.00099085	0.0003913	0.00059955	0.23895649	0.00023677	0.77459445	170.86	307.77	0.0
P0258	2854.49451	1.8148	-47.18075	54.47117	697.79817	724.81496	0.00083944	0.02086087	-0.01843571	0.00049765	0.00023801	0.00025965	0.24952741	0.00012418	0.53403049	191.45	206.93	0.0
P0259	2666.58204	1.7622	-55.63238	62.06933	630.47888	639.95316	-0.00159414	0.02024025	-0.02310529	0.000754	0.00029422	0.00045978	0.23794607	0.00017941	0.59003684	175.5	180.25	0.0
P0261	2652.1772	2.0459	-63.31931	69.48569	502.25796	855.08663	-0.00075177	0.03353583	-0.0208915	0.00125359	0.00071196	0.00054163	0.24538445	0.00030761	0.69580276	196.09	184.01	0.0
P0262	2961.87534	1.713	-38.65526	28.8907	840.28819	607.0002	0.00394469	0.01758728	-0.01494115	0.00027578	0.00011774	0.00015803	0.24466454	6.747e-05	0.44837509	215.32	189.96	0.0
P0264	2386.29825	1.6871	-45.59892	74.8036	608.54903	606.54157	0.00436432	0.0257709	-0.01711312	0.00078912	0.0005643	0.00022482	0.20373209	0.00016077	0.58366136	166.64	173.62	1.0
P0265	3374.96047	1.7411	-56.23123	44.6118	810.48714	837.06256	0.00035068	0.02183905	-0.02045547	0.00060335	0.00023567	0.00036768	0.23803316	0.00014362	0.57514253	214.55	246.81	0.0
P0268	2209.1507	1.7715	-65.42236	84.39996	557.7422	574.38975	0.00482398	0.03424785	-0.02374709	0.0012909	0.0008151	0.0004758	0.23272834	0.00030043	0.78696039	133.95	183.08	0.0
P0269	2347.3093	1.8679	-40.1327	77.32515	492.8937	708.42231	0.00248981	0.02821691	-0.01541014	0.0009543	0.00077274	0.00018156	0.15405733	0.00014702	0.56231488	206.67	129.73	0.0
P0271	2970.45027	1.7177	-46.38127	66.59461	715.7569	762.61294	0.00077913	0.02913037	-0.02583016	0.00071506	0.00040667	0.00030839	0.245277	0.00017539	0.7463529	135.12	278.87	1.0
P0275	2466.71897	1.7502	-68.1002	30.33059	677.48934	576.3803	0.00110961	0.02079689	-0.02203122	0.00062686	0.00018029	0.00044657	0.20488704	0.00012843	0.58135179	164.05	187.07	0.0
P0276	2824.30028	1.8121	-60.26998	68.80379	786.71138	574.51069	0.00365832	0.0332134	-0.03681319	0.00127195	0.00054252	0.00072943	0.24460167	0.00031112	0.94512506	103.67	277.52	0.0
P0279	1677.98661	1.9243	-40.29694	61.55901	417.24089	469.36172	0.0023108	0.02090573	-0.01421924	0.00061757	0.0003955	0.00022208	0.23028698	0.00014222	0.47255144	162.65	85.62	0.0
P0281	2160.38251	1.8373	-59.97843	84.32219	712.12089	406.68589	0.00819232	0.03181425	-0.03317049	0.00165885	0.00069963	0.00095922	0.24387823	0.00040456	0.87912486	124.76	188.53	0.0
P0283	2490.62877	1.7154	-44.23915	34.93817	791.37924	439.92438	0.00484373	0.02106263	-0.02433243	0.00053308	0.00016786	0.00036522	0.21573392	0.000115	0.604933	137.88	206.92	1.0
P0284	1953.81165	1.8537	-28.98403	59.52723	420.2425	590.32813	0.00163035	0.02476377	-0.01483786	0.00068316	0.00060111	8.205e-05	0.10568226	7.22e-05	0.51607793	155.4	127.59	0.0
P0286	2148.46231	1.7172	-75.47266	80.99623	503.11872	560.18895	0.00013351	0.02725241	-0.02422261	0.00138783	0.00063191	0.00075591	0.2480043	0.00034419	0.69814071	151.31	146.44	0.0
P0287	2774.40693	1.5928	-52.84561	27.8996	767.0167	517.56985	0.00359616	0.01928322	-0.0196514	0.00048321	0.00010448	0.00037873	0.16946571	8.189e-05	0.52875972	166.46	193.26	0.0
P0288	4033.01553	1.513	-51.0068	32.67025	1175.90157	731.14822	0.00468663	0.02083848	-0.02129031	0.0005805	0.00015497	0.00042553	0.19569362	0.0001136	0.57175773	244.08	289.94	1.0
P0289	3525.16011	1.6704	-56.26687	77.55497	960.80851	755.36265	0.00497609	0.02931284	-0.02597984	0.00103916	0.00044948	0.00058967	0.24545004	0.00025506	0.75772393	177.37	303.21	1.0
P0290	3537.36806	1.617	-53.5192	79.33999	1022.62855	688.29939	0.01008075	0.03466557	-0.02644571	0.00111755	0.0005031	0.00061445	0.24751795	0.00027661	0.85331502	172.18	306.93	0.0
P0291	5966.14837	1.7499	-54.30333	43.07312	1425.36317	1232.51278	0.00234279	0.01917081	-0.0171183	0.00066363	0.0002467	0.00041693	0.23355095	0.00015499	0.49576463	427.23	317.05	1.0
P0292	2469.02116	1.812	-68.16755	85.70165	674.22482	575.31038	0.00164726	0.02690254	-0.02795022	0.00112352	0.00058774	0.00053578	0.24946522	0.00028028	0.74518143	113.48	236.42	0.0
P0293	2948.24425	1.7157	-60.83092	73.20647	778.65016	672.54211	0.00435999	0.03138134	-0.02692456	0.00109199	0.00050742	0.00058457	0.24875219	0.00027163	0.79772575	138.01	268.36	1.0
P0294	3803.90445	1.4597	-48.82603	44.03212	1199.64985	684.19984	0.00405949	0.01575542	-0.01644771	0.00047717	0.00016915	0.00030802	0.22882816	0.00010919	0.43556879	355.37	172.16	0.0
P0297	2968.77449	1.7996	-62.77821	57.10421	983.9376	450.97774	0.01099185	0.02918193	-0.02869502	0.00126712	0.00034126	0.00092585	0.19678785	0.00024935	0.78991649	151.32	250.5	1.0
P0298	3864.73422	1.5759	-56.227	61.9208	1039.76987	770.23681	0.0050845	0.02623397	-0.02346591	0.00071937	0.0002482	0.00047117	0.22598187	0.00016256	0.68180953	190.92	315.93	0.0
P0299	2013.30286	1.8436	-44.92868	85.86065	651.59346	392.62011	0.01074233	0.03692764	-0.03271489	0.00157585	0.00094511	0.00063074	0.24005019	0.00037828	0.96174999	102.26	190.15	0.0
P0300	3146.84687	1.5824	-66.81144	54.14585	881.86642	735.0138	0.00120928	0.02517631	-0.02754626	0.00111743	0.00043297	0.00068446	0.23733729	0.00026521	0.71439833	205.5	247.28	0.0
P0301	2863.20396	1.5787	-45.13581	32.31322	729.45785	620.18748	0.00261129	0.01908124	-0.0167605	0.00030332	0.00014923	0.00015409	0.24993592	7.581e-05	0.49020806	186.29	191.65	1.0
P0302	3007.12908	1.6075	-56.60368	77.15973	720.14971	744.51856	0.00228845	0.02882444	-0.023379	0.00074723	0.00048172	0.00026551	0.22906766	0.00017117	0.70903123	126.74	283.41	0.0
P0303	2097.01971	1.786	-69.91379	55.93435	668.40956	403.71447	0.00274055	0.02643137	-0.03648314	0.00131489	0.00035767	0.00095722	0.19802319	0.00026038	0.82223071	102.16	198.07	0.0
P0304	2937.15138	1.8706	-61.94859	78.0124	830.60798	571.5735	0.00773616	0.03539302	-0.03245466	0.00104633	0.00053397	0.00051237	0.24989348	0.00026147	0.93050005	104.54	288.11	1.0
P0306	3337.15645	1.5831	-52.88236	38.28883	950.95778	605.40683	0.00880075	0.02825955	-0.02176464	0.00069576	0.0002305	0.00046525	0.22153985	0.00015414	0.70023351	168.24	267.58	1.0
P0307	3754.98532	1.5354	-52.64415	30.98038	1016.41893	710.88512	0.00327397	0.01813032	-0.01796755	0.00041762	0.00011051	0.00030711	0.1945985	8.127e-05	0.49152813	248.2	235.5	0.0
P0308	3532.7687	1.6413	-57.50954	68.6084	791.27678	792.30673	0.00338222	0.03280212	-0.02599944	0.00095614	0.00048697	0.00046917	0.24991336	0.00023895	0.79997565	156.67	286.78	0.0
P0309	2595.04307	2.0305	-31.41104	54.4749	651.11282	700.45161	0.00348737	0.02176358	-0.01350149	0.00043699	0.0003278	0.00010919	0.18743732	8.191e-05	0.47570206	220.23	158.25	0.0
P0310	3630.50462	1.6831	-61.57663	65.52901	1034.54026	725.79591	0.00467887	0.0206346	-0.01806423	0.00067795	0.00030498	0.00037297	0.24748607	0.00016778	0.53265794	260.14	232.81	1.0
P0314	2900.95127	1.7474	-53.4015	71.51744	871.76232	547.97329	0.0100722	0.03344491	-0.02711109	0.00106051	0.00046688	0.00059364	0.24642842	0.00026134	0.84355974	138.13	259.44	0.0
P0319	2843.94066	1.739	-51.94264	91.38456	661.86353	754.95158	0.0041463	0.04305563	-0.02996537	0.00128116	0.00091729	0.00036387	0.2033494	0.00026052	0.98179956	89.83	306.92	0.0
P0322	2352.43954	1.7304	-52.0563	84.35046	485.1529	715.47212	-0.00140498	0.02654593	-0.02035816	0.00115525	0.00085038	0.00030486	0.19425459	0.00022441	0.62201241	170.85	165.36	0.0
P0323	3180.24747	1.6293	-63.97182	59.12794	807.01355	681.22602	5.761e-05	0.02265786	-0.02671574	0.00064006	0.00019671	0.00044335	0.21288126	0.00013626	0.66709547	145.47	271.28	0.0
P0324	1886.13586	1.8072	-40.43395	45.53374	457.70404	539.18526	0.00359645	0.03184246	-0.02038104	0.00059277	0.00036763	0.00022514	0.23555373	0.00013963	0.69779095	108.53	170.63	1.0
P0326	2275.27032	1.6758	-59.8115	78.10804	631.05166	523.61001	0.00360366	0.02479601	-0.02193723	0.00097257	0.00057008	0.00040249	0.24257615	0.00023592	0.63945742	149.45	173.89	0.0
P0330	2429.82041	1.7168	-52.27075	56.08888	654.31421	548.18382	0.00619496	0.03183438	-0.02440836	0.00090188	0.00046093	0.00044095	0.24987726	0.00022536	0.7741386	117.89	218.85	0.0
P0331	3569.6203	1.5774	-57.55596	29.62223	1019.50852	644.7447	0.00544186	0.02178261	-0.02039709	0.00055129	0.00014578	0.00040551	0.19450744	0.00010723	0.57812895	194.05	271.99	1.0
P0333	3069.69721	1.7754	-63.9287	73.83048	882.79441	575.30573	0.00584145	0.03301842	-0.03586102	0.00095855	0.00041396	0.00054459	0.24535747	0.00023519	0.92899634	96.11	312.2	1.0
P0334	3341.88208	1.5874	-43.77312	59.86286	883.19409	737.67789	0.0035126	0.02279097	-0.01956866	0.0004345	0.00021818	0.00021632	0.24999545	0.00010862	0.58026799	176.88	277.01	0.0
P0335	4224.23659	1.6011	-54.46822	47.64938	1256.14629	744.87269	0.00414855	0.02363565	-0.0287143	0.00084027	0.00027428	0.00056599	0.2198687	0.00018475	0.69460216	219.9	340.45	0.0
P0336	2218.53387	1.7438	-45.28894	59.98645	564.12972	555.22704	0.00313057	0.02904836	-0.0232028	0.00054251	0.0002869	0.00025561	0.24916863	0.00013518	0.71154579	98.96	214.5	0.0
P0337	3754.31986	1.5954	-46.63172	81.27152	902.04189	867.04737	0.00337305	0.02496334	-0.01908864	0.00066229	0.00044034	0.00022194	0.22281408	0.00014757	0.60093884	212.0	283.39	1.0
P0338	4204.61008	1.5419	-40.13258	60.4531	977.80976	956.59112	0.00222674	0.02223007	-0.0182203	0.00044102	0.00029561	0.00014541	0.22100223	9.747e-05	0.55095373	232.37	309.32	1.0
P0339	5771.19563	1.7585	-54.08761	40.93255	1532.57148	1136.00546	0.0024675	0.01735458	-0.01761648	0.00063629	0.00020398	0.0004323	0.21781029	0.00013859	0.47527599	442.71	304.57	1.0
P0398	2233.6243	1.8925	-70.23095	82.39159	707.48133	411.437	0.00996133	0.03439769	-0.03205789	0.00184819	0.00057327	0.00127492	0.21396845	0.00039545	0.91259703	118.47	194.86	0.0
P0400	2621.73583	1.5658	-36.86017	31.75443	707.90987	546.99597	0.00215527	0.01533273	-0.01489871	0.00018846	8.638e-05	0.00010208	0.24826472	4.679e-05	0.41207689	183.91	167.5	1.0
P0401	2250.29525	1.8038	-52.65143	37.81684	591.26507	566.50561	-0.00066271	0.02018646	-0.02242311	0.00046693	0.00017514	0.00029179	0.23439667	0.00010945	0.57908185	140.86	183.35	0.0
P0402	3606.67791	1.7164	-39.85023	77.22328	903.72823	854.54014	0.00583944	0.02712811	-0.01667462	0.00063721	0.00045681	0.00018041	0.20296169	0.00012933	0.59994526	225.93	266.43	1.0
P0403	3414.45198	1.6654	-48.74634	70.70749	733.00731	930.36973	0.00181781	0.02754468	-0.01845153	0.00069612	0.0004918	0.00020432	0.20736256	0.00014435	0.61113086	196.63	269.16	1.0
P0404	2569.85861	1.7541	-58.45372	73.42724	662.7309	643.16556	0.00369939	0.03182468	-0.02528148	0.00105994	0.00058374	0.00047619	0.247426	0.00026226	0.7783027	139.42	226.27	0.0
P0406	1765.70447	1.8926	-35.58629	62.15767	481.95522	427.51783	0.0072293	0.03441165	-0.02341427	0.00118463	0.00079187	0.00039276	0.22162271	0.00026254	0.79571764	110.8	143.88	0.0
P0407	2536.45619	1.6316	-47.54576	55.39302	755.85141	495.9928	0.00678684	0.02368486	-0.01896434	0.00058679	0.00031424	0.00027254	0.24873737	0.00014596	0.59360396	171.69	178.86	0.0
P0408	2336.22802	1.7397	-53.64514	67.30688	576.25018	562.52247	0.00063107	0.02220519	-0.02146954	0.00076019	0.00037752	0.00038266	0.24998856	0.00019004	0.59434556	156.41	162.48	0.0
P0410	2036.17704	1.8282	-48.07527	45.03099	471.21941	559.6369	-0.00169552	0.02015131	-0.02009075	0.0004692	0.00015629	0.00031291	0.22214494	0.00010423	0.54745042	148.33	140.34	0.0
P0411	2836.287	1.7238	-58.80853	86.40806	702.12208	708.68738	0.0026292	0.03189909	-0.02636953	0.00102837	0.00060122	0.00042714	0.24283627	0.00024972	0.7924348	139.02	256.05	0.0
P0412	1842.36054	1.8562	-39.10553	78.93588	510.6715	438.06361	0.00251373	0.02171786	-0.01987344	0.00084955	0.00052145	0.00032811	0.2370524	0.00020139	0.56779889	139.67	126.0	0.0
P0413	2374.09248	1.8723	-82.77391	108.83557	706.95988	492.11861	0.00626896	0.04391196	-0.04780762	0.00224635	0.00113297	0.00111338	0.249981	0.00056154	1.23841165	73.44	262.34	0.0
P0414	2352.97919	1.73	-53.17793	83.92047	543.00765	658.58767	-0.00097605	0.02465668	-0.02211032	0.00112225	0.00078806	0.00033419	0.20911064	0.00023468	0.63296499	171.9	164.58	0.0
P0417	2289.77833	1.7977	-39.66118	45.82638	677.15848	449.34869	0.00120426	0.013845	-0.01784504	0.00039369	0.00010127	0.00029242	0.19106421	7.522e-05	0.42015909	189.7	125.75	1.0
P0418	2996.12704	1.6582	-43.45369	82.2756	722.119	789.17279	0.00354966	0.02885433	-0.01960495	0.00087026	0.00065221	0.00021806	0.18778148	0.00016342	0.65373849	183.84	239.37	1.0
P0419	2332.30272	2.1102	-39.10497	65.82138	504.74235	615.51518	0.00297232	0.03076338	-0.01981725	0.00062115	0.00046721	0.00015394	0.18641223	0.00011579	0.67345805	116.87	196.83	0.0
P0420	2658.37226	1.8013	-52.16539	65.32469	744.843	549.33008	0.00398927	0.02607337	-0.02595483	0.00106866	0.00037596	0.00069269	0.22803957	0.0002437	0.70812337	165.63	196.77	0.0
P0422	1695.60188	1.9242	-46.33235	53.21558	330.50397	578.11445	-0.00259116	0.03022367	-0.02135116	0.00065311	0.00044006	0.00021305	0.21979781	0.00014355	0.66881437	89.95	164.49	0.0
P0423	1210.21347	2.667	-3.39314	23.5255	345.53251	323.24123	0.00265706	0.00658967	-0.00154675	4.275e-05	4.169e-05	1.06e-06	0.02416856	1.03e-06	0.11298862	178.05	9.23	0.0
P0424	2162.74168	1.8146	-54.32829	48.07463	597.18585	500.95428	0.00196567	0.0233436	-0.02351888	0.00072997	0.0002866	0.00044336	0.23847083	0.00017408	0.63738741	126.95	180.56	0.0
P0425	1951.69269	2.0106	-45.68281	73.45427	360.9886	598.57228	0.00062039	0.0293381	-0.01669876	0.00090446	0.0007261	0.00017836	0.15831364	0.00014319	0.58378499	144.52	124.18	0.0
P0428	2672.06076	1.7671	-38.43224	41.77488	871.42976	469.95381	0.00748363	0.02762051	-0.02985595	0.00058406	0.00022544	0.00035862	0.23700002	0.00013842	0.77290392	99.12	276.5	1.0
P0430	2258.95008	1.7969	-57.15322	60.35538	631.57202	505.74873	0.00712185	0.03920093	-0.03293806	0.00109463	0.00051912	0.00057551	0.24933647	0.00027293	0.99092789	84.58	233.91	0.0
P0431	2674.24856	1.8257	-43.36755	40.56013	712.40779	658.80844	0.00444014	0.02230931	-0.01488283	0.00045486	0.00025143	0.00020343	0.24721683	0.00011245	0.50997441	213.23	170.75	0.0
P0433	3893.52662	1.6909	-43.37766	83.81787	984.17984	880.25132	0.00396594	0.02584488	-0.02049618	0.0008023	0.00052425	0.00027805	0.22645681	0.00018169	0.63455885	233.92	288.18	1.0
P0434	3605.35137	1.7171	-43.06995	75.68451	854.43263	901.84291	0.00363752	0.02737727	-0.01885423	0.00064016	0.00041514	0.00022503	0.22795221	0.00014593	0.62588128	209.66	282.15	1.0
P0435	2402.56197	1.6431	-66.93607	76.90127	611.40433	614.65305	0.00266009	0.0392456	-0.03373204	0.00130078	0.00064671	0.00065407	0.24999198	0.00032518	0.99271252	85.35	257.98	1.0
P0436	2605.55874	1.6872	-57.29472	80.26107	590.60205	716.73013	-0.00220572	0.02472315	-0.02439573	0.00098143	0.00061684	0.00036459	0.23348499	0.00022915	0.66786645	166.24	199.85	0.0
P0437	2478.04489	1.7557	-50.80906	58.00657	577.02744	634.97177	-0.002785	0.01902104	-0.02260113	0.00060215	0.00024511	0.00035705	0.24136004	0.00014534	0.56862713	155.5	183.9	0.0
P0438	2892.20682	1.6557	-53.78578	49.97611	755.3432	686.39211	0.00555503	0.03366705	-0.02538097	0.00086505	0.00044521	0.00041985	0.2497852	0.00021608	0.80878086	127.83	275.9	0.0
P0442	2631.53124	1.7173	-77.6454	89.89522	673.55046	666.60726	-0.00078902	0.03606815	-0.0380301	0.00147073	0.00066481	0.00080592	0.24769875	0.0003643	1.00801968	94.2	281.09	0.0
P0444	3110.89425	1.6079	-55.34277	32.43011	868.37614	626.52555	0.00383025	0.0207778	-0.01965936	0.00053839	0.00015008	0.00038831	0.20104841	0.00010824	0.55263741	192.66	225.95	0.0
P0445	3006.55504	1.6636	-46.82806	40.64561	802.20116	693.77879	0.0029611	0.02146692	-0.01843677	0.00043398	0.00019289	0.00024109	0.24691599	0.00010716	0.54590523	210.7	208.21	1.0
P0446	3098.44766	1.7083	-83.29015	100.11216	758.99104	786.02753	0.00233606	0.03306571	-0.02733659	0.00158959	0.00085095	0.00073865	0.24875227	0.00039541	0.82045106	165.43	267.22	0.0
P0447	3095.95055	1.7097	-86.96128	97.29829	818.85559	723.15073	0.00129742	0.03027536	-0.03151559	0.00174874	0.00076279	0.00098595	0.24592877	0.00043007	0.83966125	163.23	268.58	1.0
P0448	3030.56892	1.6874	-82.49328	100.613	839.43036	671.95975	0.00313826	0.02874184	-0.02884642	0.00167773	0.00085168	0.00082605	0.24994165	0.00041933	0.78337038	179.53	243.7	0.0
P0452	2573.70063	1.8302	-51.38647	47.29022	611.79366	661.44715	-0.00250134	0.02064944	-0.02391424	0.00061852	0.00024866	0.00036986	0.24040075	0.00014869	0.60805198	167.23	189.31	0.0
P0454	2926.526	1.7298	-45.74116	55.94921	733.49884	725.53126	0.00432078	0.0288555	-0.02048337	0.00077052	0.00050487	0.00026565	0.22590396	0.00017406	0.6719115	169.84	238.73	0.0
P0456	2812.46788	1.7423	-66.37739	64.61715	727.50687	697.52304	0.00115205	0.03179424	-0.03080733	0.00130565	0.00054525	0.0007604	0.24321166	0.00031755	0.85202013	155.3	243.75	0.0
P0457	2275.01567	1.829	-44.90267	37.93257	592.27969	552.39799	0.00049936	0.02178083	-0.02231859	0.00045738	0.00020421	0.00025318	0.24713393	0.00011304	0.59974818	128.05	192.49	1.0
P0458	2320.82815	1.7008	-47.97426	33.54777	529.24598	632.64646	-0.00188568	0.02187461	-0.02176255	0.00042589	0.00017103	0.00025487	0.24031156	0.00010235	0.59357809	131.13	194.23	1.0
P0460	3231.03333	1.7472	-56.10295	72.26088	841.69687	773.19429	-0.00077928	0.0206757	-0.0241351	0.00092949	0.00038627	0.00054322	0.24287165	0.00022575	0.60768539	233.87	218.34	0.0
P0461	2910.38829	1.7109	-53.98049	47.26364	783.90242	619.71455	0.00353081	0.02333318	-0.02151802	0.00060386	0.0002736	0.00033026	0.24779892	0.00014964	0.61312045	168.85	224.21	0.0
P0462	3206.7234	1.5774	-58.97949	58.64274	979.75505	573.37089	0.00773265	0.02673977	-0.02474602	0.00095506	0.00028902	0.00066604	0.21104067	0.00020156	0.70759757	176.61	258.31	0.0
P0463	3088.35474	1.6849	-65.05606	77.17781	887.22946	572.53785	0.00572592	0.03365989	-0.03756176	0.00097028	0.00041373	0.00055656	0.24458258	0.00023731	0.95757527	89.43	319.34	0.0
